// <0000> 小鳥
<1572> その時、気配を察知した。

// <1573> 同時に、携帯が鳴る。
<1573> 同時に、携帯が鳴る。

// <1574> 瑚太朗
<1574> 瑚太朗

// <1575> 「こんな時にか…」
<1575> 「こんな時にか…」

// <1576> 電話の用件はわかっている。
<1576> 電話の用件はわかっている。

// <1577> 取るしかない。
<1577> 取るしかない。

// <1578> 吉野
<1578> 吉野

// <1579> 『おい、襲撃だ！　すげえ数だぞ？　どうなってんだこりゃあ！？』
<1579> 『おい、襲撃だ！　すげえ数だぞ？　どうなってんだこりゃあ！？』

// <1580> 朱音
<1580> 朱音

// <1581> 「…数え切れないわ」
<1581> 「…数え切れないわ」

// <1582> 物見鳥で偵察を行った朱音が、カウントを断念した。
<1582> 物見鳥で偵察を行った朱音が、カウントを断念した。

// <1583> 朱音
<1583> 朱音

// <1584> 「３００よりたくさん。戦力差もここまで来ると、笑ってしまいそう」
<1584> 「３００よりたくさん。戦力差もここまで来ると、笑ってしまいそう」

// <1585> 魔物の軍勢は、街に次々と現れ始めている。
<1585> 魔物の軍勢は、街に次々と現れ始めている。

// <1586> ルチア
<1586> ルチア

// <1587> 「一斉に攻め上がってくるつもりらしい」
<1587> 「一斉に攻め上がってくるつもりらしい」

// <1588> ちはや
<1588> ちはや

// <1589> 「まともに対応できる数じゃないですねえ…」
<1589> 「まともに対応できる数じゃないですねえ…」

// <1590> 小鳥
<1590> 小鳥

// <1591> 「どうするの？」
<1591> 「どうするの？」

// <1592> 瑚太朗
<1592> 瑚太朗

// <1593> 「…実は研究が、完成した」
<1593> 「…実は研究が、完成した」

// <1594> 朱音
<1594> 朱音

// <1595> 「本当？」
<1595> 「本当？」

// <1596> 静流
<1596> 静流

// <1597> 「任務完了？」
<1597> 「任務完了？」

// <1598> 瑚太朗
<1598> 瑚太朗

// <1599> 「…いや」
<1599> 「…いや」

// <1600> 瑚太朗
<1600> 瑚太朗

// <1601> 「篝は…完成した理論を実行するらしい」
<1601> 「篝は…完成した理論を実行するらしい」

// <1602> 瑚太朗
<1602> 瑚太朗

// <1603> 「ただそれには時間がかかるみたいだ」
<1603> 「ただそれには時間がかかるみたいだ」

// <1604> ちはや
<1604> ちはや

// <1605> 「その間、守ればいいんです？」
<1605> 「その間、守ればいいんです？」

// <1606> 瑚太朗
<1606> 瑚太朗

// <1607> 「ああ」
<1607> 「ああ」

// <1608> 朱音
<1608> 朱音

// <1609> 「どのくらいかかるの？」
<1609> 「どのくらいかかるの？」

// <1610> 瑚太朗
<1610> 瑚太朗

// <1611> 「わからない。十分で完了するか、百年かかるか」
<1611> 「わからない。十分で完了するか、百年かかるか」

// <1612> 静流
<1612> 静流

// <1613> 「確実にあいつらに襲われる…」
<1613> 「確実にあいつらに襲われる…」

// <1614> 瑚太朗
<1614> 瑚太朗

// <1615> 「すまないが…そういうことでわりと絶望的なんだが…頼む…」
<1615> 「すまないが…そういうことでわりと絶望的なんだが…頼む…」

// <1616> 瑚太朗
<1616> 瑚太朗

// <1617> 「…篝を最優先で、頼む」
<1617> 「…篝を最優先で、頼む」

// <1618> ルチア
<1618> ルチア

// <1619> 「わかっている」
<1619> 「わかっている」

// <1620> 朱音
<1620> 朱音

// <1621> 「無論ね」
<1621> 「無論ね」

// <1622> 小鳥
<1622> 小鳥

// <1623> 「そのためにいるんだし」
<1623> 「そのためにいるんだし」

// <1624> ちはや
<1624> ちはや

// <1625> 「そうですねぇー」
<1625> 「そうですねぇー」

// <1626> 瑚太朗
<1626> 瑚太朗

// <1627> 「ルチア、昔頼んであったトラップってできてるか？」
<1627> 「ルチア、昔頼んであったトラップってできてるか？」

// <1628> ルチア
<1628> ルチア

// <1629> 「罠を隠すには森の中と言ってな」
<1629> 「罠を隠すには森の中と言ってな」

// <1630> 静流
<1630> 静流

// <1631> 「たくさん仕掛けてある」
<1631> 「たくさん仕掛けてある」

// <1632> ルチア
<1632> ルチア

// <1633> 「ただまあ、すでに罠の数より敵が多いわけだが…」
<1633> 「ただまあ、すでに罠の数より敵が多いわけだが…」

// <1634> 瑚太朗
<1634> 瑚太朗

// <1635> 「いいさ、全滅させる必要はない」
<1635> 「いいさ、全滅させる必要はない」

// <1636> 瑚太朗
<1636> 瑚太朗

// <1637> 「今のうちに配置を決めよう」
<1637> 「今のうちに配置を決めよう」

// <1638> …わかっている。
<1638> …わかっている。

// <1639> オカルト研究会という安寧…
<1639> オカルト研究会という安寧…

// <1640> 理論が完成した今、それにより生まれた可能性に、安寧はないだろう。
<1640> 理論が完成した今、それにより生まれた可能性に、安寧はないだろう。

// <1641> それは、空白が生んだものだからだ。
<1641> それは、空白が生んだものだからだ。

// <1642> 未来には、理論の篝火が灯る。
<1642> 未来には、理論の篝火が灯る。

// <1643> 未知という名の可能性を目指して。
<1643> 未知という名の可能性を目指して。

// <1644> 俺は…『天王寺瑚太朗』は、その篝火を追って生きていく。
<1644> 俺は…『天王寺瑚太朗』は、その篝火を追って生きていく。

// <1645> ここで見つけ出した可能性を追う。
<1645> ここで見つけ出した可能性を追う。

// <1646> 眠り呆けていただけの空白を捨てることは、『天王寺瑚太朗』をより過酷な道へ進ませることになるだろう。
<1646> 眠り呆けていただけの空白を捨てることは、『天王寺瑚太朗』をより過酷な道へ進ませることになるだろう。

// <1647> こいつらと、同い年ではしゃいでいた時間など、おそらく訪れない。
<1647> こいつらと、同い年ではしゃいでいた時間など、おそらく訪れない。

// <1648> 皆とは違う時間を生きることになる。
<1648> 皆とは違う時間を生きることになる。

// <1649> けど…。
<1649> けど…。

// <1650> 瑚太朗
<1650> 瑚太朗

// <1651> （見せてやろうじゃねえか…）
<1651> （見せてやろうじゃねえか…）

// <1652> 瑚太朗
<1652> 瑚太朗

// <1653> （最後に、その安寧が生んだ力ってやつをさ）
<1653> （最後に、その安寧が生んだ力ってやつをさ）

// <1654> たとえこの先の可能性で失うとしても、それはここにあるのだから。
<1654> たとえこの先の可能性で失うとしても、それはここにあるのだから。

// <1655> 抗ってやる。どこまでも。
<1655> 抗ってやる。どこまでも。

// <1656> 俺たちは持ち場所を決めた。
<1656> 俺たちは持ち場所を決めた。

// <1657> 送りこまれてくる魔物は、すでに７００を越えていた。
<1657> 送りこまれてくる魔物は、すでに７００を越えていた。

// <1658> 徹底的に潰す気の数だ。
<1658> 徹底的に潰す気の数だ。

// <1659> 想像を絶する負担を加島桜は背負っているはず。
<1659> 想像を絶する負担を加島桜は背負っているはず。

// <1660> 精神を自壊させかねない行いだ。
<1660> 精神を自壊させかねない行いだ。

// <1661> 向こうも本気か。
<1661> 向こうも本気か。

// <1662> 携帯にメールが次々に入る。
<1662> 携帯にメールが次々に入る。

// <1663> 全員が配置についたようだ。
<1663> 全員が配置についたようだ。

// <1664> 最後に、仮契約した物見鳥からの映像が脳裏に差し込まれた。
<1664> 最後に、仮契約した物見鳥からの映像が脳裏に差し込まれた。

// <1665> これで俺は、戦況を視覚的に把握できる。
<1665> これで俺は、戦況を視覚的に把握できる。

// <1666> 瑚太朗
<1666> 瑚太朗

// <1667> 「………ＯＫ」
<1667> 「………ＯＫ」

// <1668> 瑚太朗
<1668> 瑚太朗

// <1669> 「篝…がんばれよ」
<1669> 「篝…がんばれよ」

// <1670> 背後のつぼみに語りかけた。
<1670> 背後のつぼみに語りかけた。

// <1671> 瑚太朗
<1671> 瑚太朗

// <1672> 「…これは…滅びの詩？」
<1672> 「…これは…滅びの詩？」

// <1673> 声なき詩が、大気を揺さぶっている。
<1673> 声なき詩が、大気を揺さぶっている。

// <1674> 滅びの詩、あるいは再生の詩とも呼ばれていた。
<1674> 滅びの詩、あるいは再生の詩とも呼ばれていた。

// <1675> 世界を融解させる予兆だ。
<1675> 世界を融解させる予兆だ。

// <1676> 大気と大地の鳴動。
<1676> 大気と大地の鳴動。

// <1677> 奇跡が万物で爪弾く、空にあまねく満ちる星々の楽（がく）。
<1677> 奇跡が万物で爪弾く、空にあまねく満ちる星々の楽（がく）。

// <1678> 瑚太朗
<1678> 瑚太朗

// <1679> 「篝、サンキューな」
<1679> 「篝、サンキューな」

// <1680> わからないことはなお多いが、どうやら俺たちは一度だけやり直すことができるらしい。
<1680> わからないことはなお多いが、どうやら俺たちは一度だけやり直すことができるらしい。

// <1681> 理論が作り上げる、これまでとは違う…不確定の可能性を持った世界。
<1681> 理論が作り上げる、これまでとは違う…不確定の可能性を持った世界。

// <1682> その世界に生まれる俺は、この俺ではない。
<1682> その世界に生まれる俺は、この俺ではない。

// <1683> あんなサインを残しはしたが、もう会う機会はないだろう。
<1683> あんなサインを残しはしたが、もう会う機会はないだろう。

// <1684> 俺の心も記憶も、受け継がれることはない。
<1684> 俺の心も記憶も、受け継がれることはない。

// <1685> 切に願う。
<1685> 切に願う。

// <1686> この試みが、篝から世界に対する良き贈答品（ギフト）となってくれれば良い。
<1686> この試みが、篝から世界に対する良き贈答品（ギフト）となってくれれば良い。

// <1687> 街の一角で壮絶な気配が膨れた。
<1687> 街の一角で壮絶な気配が膨れた。

// <1688> 瑚太朗
<1688> 瑚太朗

// <1689> 「気付いたな…」
<1689> 「気付いたな…」

// <1690> 消えることはこわくない。
<1690> 消えることはこわくない。

// <1691> 目的を達成できないことの方が、ずっと恐怖だ。
<1691> 目的を達成できないことの方が、ずっと恐怖だ。

// <1692> 地響きが伝わってきた。
<1692> 地響きが伝わってきた。

// <1693> 魔群が移動を開始した。
<1693> 魔群が移動を開始した。

// <1694> 本能に任せた突撃だ。
<1694> 本能に任せた突撃だ。

// <1695> 魔物の移動速度はまちまち。
<1695> 魔物の移動速度はまちまち。

// <1696> 足並みが揃わないなら、接近するものから排除していけば良い。
<1696> 足並みが揃わないなら、接近するものから排除していけば良い。

// <1697> 抜刀する。
<1697> 抜刀する。

// <1698> 先陣が丘のふもと、静流・ルチア組の守る地点にさしかかった。
<1698> 先陣が丘のふもと、静流・ルチア組の守る地点にさしかかった。

// <1699> 瑚太朗
<1699> 瑚太朗

// <1700> 「これで…２３匹目！」
<1700> 「これで…２３匹目！」

// <1701> 突撃してきた小型恐竜が、タールのようになって融け落ちる。
<1701> 突撃してきた小型恐竜が、タールのようになって融け落ちる。

// <1702> 死体から素早く離れる。
<1702> 死体から素早く離れる。

// <1703> この新たな魔物たちは、短時間では塵化しないのだ。
<1703> この新たな魔物たちは、短時間では塵化しないのだ。

// <1704> 汚染を撒き散らしながら、長く死体を残す。
<1704> 汚染を撒き散らしながら、長く死体を残す。

// <1705> 爆発するもの、飛散するものもいる。
<1705> 爆発するもの、飛散するものもいる。

// <1706> 素材として利用された化学物質が、少しでも篝を損なうように。
<1706> 素材として利用された化学物質が、少しでも篝を損なうように。

// <1707> 悪質になった分、個々の性能が落ちているのが救いだ。
<1707> 悪質になった分、個々の性能が落ちているのが救いだ。

// <1708> 瑚太朗
<1708> 瑚太朗

// <1709> 「はぁ、はぁ…」
<1709> 「はぁ、はぁ…」

// <1710> ようやく第一弾の襲撃は途切れた。
<1710> ようやく第一弾の襲撃は途切れた。

// <1711> だが魔物はまだまだ残っている。
<1711> だが魔物はまだまだ残っている。

// <1712> 前哨戦が終わっただけだ。
<1712> 前哨戦が終わっただけだ。

// <1713> 篝の様子を確かめる。
<1713> 篝の様子を確かめる。

// <1714> さなぎの形態は枯れ落ち、そこには一本の優美な木が育っていた。
<1714> さなぎの形態は枯れ落ち、そこには一本の優美な木が育っていた。

// <1715> まだ若木だ。
<1715> まだ若木だ。

// <1716> もっと育たねば、力を発揮できない。
<1716> もっと育たねば、力を発揮できない。

// <1717> 吉野
<1717> 吉野

// <1718> 「天王寺！　また来た！」
<1718> 「天王寺！　また来た！」

// <1719> 槍を掲げた吉野が手下とともに姿を見せ、三時方向を示す。
<1719> 槍を掲げた吉野が手下とともに姿を見せ、三時方向を示す。

// <1720> 数十体の影が接近していた。
<1720> 数十体の影が接近していた。

// <1721> 吉野
<1721> 吉野

// <1722> 「テメェら気合い入れろ！」
<1722> 「テメェら気合い入れろ！」

// <1723> 吉野組が蛮声を張り上げた。
<1723> 吉野組が蛮声を張り上げた。

// <1724> ５０体目くらいからだろうか。
<1724> ５０体目くらいからだろうか。

// <1725> 馬鹿らしくなって、カウントはやめた。
<1725> 馬鹿らしくなって、カウントはやめた。

// <1726> 魔物は四方から攻めてくる。完全に浸透されている。
<1726> 魔物は四方から攻めてくる。完全に浸透されている。

// <1727> 防衛側も散り散りになった。
<1727> 防衛側も散り散りになった。

// <1728> 瑚太朗
<1728> 瑚太朗

// <1729> 「はぁ、はぁ、はぁ…」
<1729> 「はぁ、はぁ、はぁ…」

// <1730> 朱音
<1730> 朱音

// <1731> 『瑚太朗、九時方向に魔物の群れ、中型３小型７！』
<1731> 『瑚太朗、九時方向に魔物の群れ、中型３小型７！』

// <1732> 瑚太朗
<1732> 瑚太朗

// <1733> 「………」
<1733> 「………」

// <1734> 朱音
<1734> 朱音

// <1735> 『瑚太朗！？』
<1735> 『瑚太朗！？』

// <1736> 瑚太朗
<1736> 瑚太朗

// <1737> 「すんま！　ぼっとしてました…」
<1737> 「すんま！　ぼっとしてました…」

// <1738> 朱音
<1738> 朱音

// <1739> 『しゃんとなさい。あなたが落ちたらおしまいなのよ？』
<1739> 『しゃんとなさい。あなたが落ちたらおしまいなのよ？』

// <1740> 瑚太朗
<1740> 瑚太朗

// <1741> 「わってます。駅方面…了解。オーダー確かに賜りました！」
<1741> 「わってます。駅方面…了解。オーダー確かに賜りました！」

// <1742> 吉野の姿が見えない。
<1742> 吉野の姿が見えない。

// <1743> 転戦してどこかに行ったか、もう消えたか…
<1743> 転戦してどこかに行ったか、もう消えたか…

// <1744> 瑚太朗
<1744> 瑚太朗

// <1745> （考えるな――）
<1745> （考えるな――）

// <1746> ブレードが欠けて一枚きりになっていた。
<1746> ブレードが欠けて一枚きりになっていた。

// <1747> こんな綻びにさえ気づけなかった…
<1747> こんな綻びにさえ気づけなかった…

// <1748> 気合いを入れて、展開しなおす。気力がかすかに削れた。
<1748> 気合いを入れて、展開しなおす。気力がかすかに削れた。

// <1749> 瑚太朗
<1749> 瑚太朗

// <1750> 「…よぉし」
<1750> 「…よぉし」

// <1751> 魔群。正面。
<1751> 魔群。正面。

// <1752> 突っ込む。
<1752> 突っ込む。

// <1753> 先手をとり、中型一体を確実に仕留めてやる。
<1753> 先手をとり、中型一体を確実に仕留めてやる。

// <1754> 景気づけ。腹の底から叫ぶ。
<1754> 景気づけ。腹の底から叫ぶ。

// <1755> 瑚太朗
<1755> 瑚太朗

// <1756> 「中３小７、入りまぁぁぁぁぁす！」
<1756> 「中３小７、入りまぁぁぁぁぁす！」

// <1757> …戦い続けている。
<1757> …戦い続けている。

// <1758> すでに朱音からの連絡も途切れがちだ。
<1758> すでに朱音からの連絡も途切れがちだ。

// <1759> 他のサポートで忙しいに違いない。
<1759> 他のサポートで忙しいに違いない。

// <1760> 携帯も使う暇がない。
<1760> 携帯も使う暇がない。

// <1761> どこを見ても魔物だらけだ。
<1761> どこを見ても魔物だらけだ。

// <1762> 目に付いたものから仕留めていく。
<1762> 目に付いたものから仕留めていく。

// <1763> 篝にも魔物の攻撃が及ぶようになっていた。
<1763> 篝にも魔物の攻撃が及ぶようになっていた。

// <1764> 致命傷は許していない。
<1764> 致命傷は許していない。

// <1765> しかし幹に刻まれる傷は、着実に増えている。
<1765> しかし幹に刻まれる傷は、着実に増えている。

// <1766> 歌はまだ続いている。
<1766> 歌はまだ続いている。

// <1767> 篝はまだ諦めてない。
<1767> 篝はまだ諦めてない。

// <1768> 瑚太朗
<1768> 瑚太朗

// <1769> 「…くそっ」
<1769> 「…くそっ」

// <1770> オーロラがうまく固まらない。
<1770> オーロラがうまく固まらない。

// <1771> 疲労による精神集中の途切れが原因だ。
<1771> 疲労による精神集中の途切れが原因だ。

// <1772> 形が…刃物にならない…！
<1772> 形が…刃物にならない…！

// <1773> 猟犬が一頭、そんな俺に向かってきた。
<1773> 猟犬が一頭、そんな俺に向かってきた。

// <1774> 自爆タイプだ！
<1774> 自爆タイプだ！

// <1775> 瑚太朗
<1775> 瑚太朗

// <1776> （…畜生！）
<1776> （…畜生！）

// <1777> 間に合わない。
<1777> 間に合わない。

// <1778> そう思った時。
<1778> そう思った時。

// <1779> 何者かが眼前に飛び込んできた。
<1779> 何者かが眼前に飛び込んできた。

// <1780> リューバ！
<1780> リューバ！

// <1781> 小鳥か！
<1781> 小鳥か！

// <1782> リューバは力強く突進。猟犬に激突。
<1782> リューバは力強く突進。猟犬に激突。

// <1783> 巨大な牙で、魔物を貫く。
<1783> 巨大な牙で、魔物を貫く。

// <1784> そして。
<1784> そして。

// <1785> 爆発――
<1785> 爆発――

// <1786> 瑚太朗
<1786> 瑚太朗

// <1787> 「…悪い、小鳥…！」
<1787> 「…悪い、小鳥…！」

// <1788> 貴重な手駒を失わせた…
<1788> 貴重な手駒を失わせた…

// <1789> かなりの数を仕留めている。
<1789> かなりの数を仕留めている。

// <1790> これなら…行けるか？
<1790> これなら…行けるか？

// <1791> 瑚太朗
<1791> 瑚太朗

// <1792> 「…ちっ」
<1792> 「…ちっ」

// <1793> 安堵も束の間。
<1793> 安堵も束の間。

// <1794> また膨大な殺意が注入されてきた。
<1794> また膨大な殺意が注入されてきた。

// <1795> 敵の第三陣…
<1795> 敵の第三陣…

// <1796> 市街に魔物たちが実体化していく。
<1796> 市街に魔物たちが実体化していく。

// <1797> １００…２００…
<1797> １００…２００…

// <1798> 加島桜の波状攻撃。
<1798> 加島桜の波状攻撃。

// <1799> あまりのことに膝が折れそうになる。
<1799> あまりのことに膝が折れそうになる。

// <1800> 吉野
<1800> 吉野

// <1801> 「…だぁっ！　くそ！」
<1801> 「…だぁっ！　くそ！」

// <1802> 吉野が折れた槍を手に、森から転がり出てきた。
<1802> 吉野が折れた槍を手に、森から転がり出てきた。

// <1803> 吉野
<1803> 吉野

// <1804> 「天王寺、なんだありゃあ！？」
<1804> 「天王寺、なんだありゃあ！？」

// <1805> 吉野
<1805> 吉野

// <1806> 「どんだけなんだよ、加島ってヤツは！」
<1806> 「どんだけなんだよ、加島ってヤツは！」

// <1807> 瑚太朗
<1807> 瑚太朗

// <1808> 「…オーダー入りまくって大繁盛だろ」
<1808> 「…オーダー入りまくって大繁盛だろ」

// <1809> 吉野
<1809> 吉野

// <1810> 「クソが！　テメェにゃ貸し１００だからな！」
<1810> 「クソが！　テメェにゃ貸し１００だからな！」

// <1811> 吉野は新たな槍を取り、再び森に消えた。
<1811> 吉野は新たな槍を取り、再び森に消えた。

// <1812> 襲撃は激しさを増していく。
<1812> 襲撃は激しさを増していく。

// <1813> 一定時間ごとの襲撃が、こちらの体力以上に、精神力を削り落としていった。
<1813> 一定時間ごとの襲撃が、こちらの体力以上に、精神力を削り落としていった。

// <1814> 防備にあいた穴からは、魔物が突っ込んでくる。
<1814> 防備にあいた穴からは、魔物が突っ込んでくる。

// <1815> 罠があろうがお構いなしだ。
<1815> 罠があろうがお構いなしだ。

// <1816> 効果はあげているのだろうが、実感は薄い。
<1816> 効果はあげているのだろうが、実感は薄い。

// <1817> トラップというのは、実のところ牽制の意味が大きい。
<1817> トラップというのは、実のところ牽制の意味が大きい。

// <1818> 人間の追跡者であれば追撃をためらわせる罠の存在も、魔物相手では意味がない。
<1818> 人間の追跡者であれば追撃をためらわせる罠の存在も、魔物相手では意味がない。

// <1819> 抜けてきた魔物は、遊撃の小鳥とちはやが潰してくれている。
<1819> 抜けてきた魔物は、遊撃の小鳥とちはやが潰してくれている。

// <1820> 漏れたものを、俺が水際で対応する。
<1820> 漏れたものを、俺が水際で対応する。

// <1821> 中型の、それも恐竜タイプは危険なので、なるべく俺が潰すことになっている。
<1821> 中型の、それも恐竜タイプは危険なので、なるべく俺が潰すことになっている。

// <1822> そうした取り決めも、いよいよ崩れつつある。
<1822> そうした取り決めも、いよいよ崩れつつある。

// <1823> 朱音
<1823> 朱音

// <1824> 『瑚太朗、無事ね？』
<1824> 『瑚太朗、無事ね？』

// <1825> 瑚太朗
<1825> 瑚太朗

// <1826> 「うい」
<1826> 「うい」

// <1827> 朱音
<1827> 朱音

// <1828> 『中２小１３の集団がそちらに向かっているわ』
<1828> 『中２小１３の集団がそちらに向かっているわ』

// <1829> 瑚太朗
<1829> 瑚太朗

// <1830> 「１５匹すか…」
<1830> 「１５匹すか…」

// <1831> 個別に対応できる相手でも、集団となるとまったく別物となる。
<1831> 個別に対応できる相手でも、集団となるとまったく別物となる。

// <1832> 一匹の相手をしている間に、左右と背後に回り込まれるのは脅威だ。
<1832> 一匹の相手をしている間に、左右と背後に回り込まれるのは脅威だ。

// <1833> 奇襲しかない。
<1833> 奇襲しかない。

// <1834> しかし仲間との連携が期待できない以上、集団に食い込んだが最後、離脱タイミングを作ることは難しい。
<1834> しかし仲間との連携が期待できない以上、集団に食い込んだが最後、離脱タイミングを作ることは難しい。

// <1835> 向かってくる１５匹の集団。
<1835> 向かってくる１５匹の集団。

// <1836> これは単独で交戦できる一線を越えている。引くべきだ。
<1836> これは単独で交戦できる一線を越えている。引くべきだ。

// <1837> だが…
<1837> だが…

// <1838> 瑚太朗
<1838> 瑚太朗

// <1839> 「…了解。対応に入ります」
<1839> 「…了解。対応に入ります」

// <1840> 退けない戦いだ。
<1840> 退けない戦いだ。

// <1841> 瑚太朗
<1841> 瑚太朗

// <1842> 「もし俺が戦闘不能に陥ったら、会長が指揮をとってください」
<1842> 「もし俺が戦闘不能に陥ったら、会長が指揮をとってください」

// <1843> 朱音
<1843> 朱音

// <1844> 『わかったわ…瑚太朗が消えたら、私たちもそう長くはいられないでしょうけど…』
<1844> 『わかったわ…瑚太朗が消えたら、私たちもそう長くはいられないでしょうけど…』

// <1845> 朱音
<1845> 朱音

// <1846> 『この命くらいは賭けてあげるわ』
<1846> 『この命くらいは賭けてあげるわ』

// <1847> 瑚太朗
<1847> 瑚太朗

// <1848> 「愛してます。んじゃ交信終了」
<1848> 「愛してます。んじゃ交信終了」

// <1849> 以後、エネルギー残量は気にしないことにする。
<1849> 以後、エネルギー残量は気にしないことにする。

// <1850> 後先考えず、オーロラを濃縮する。
<1850> 後先考えず、オーロラを濃縮する。

// <1851> …必殺技は余力あるうちにさっさと使っておく。
<1851> …必殺技は余力あるうちにさっさと使っておく。

// <1852> 木々の合間から、魔物集団がバラバラに飛び出してくる。
<1852> 木々の合間から、魔物集団がバラバラに飛び出してくる。

// <1853> 圏内に、すべてを入れることは出来ない。
<1853> 圏内に、すべてを入れることは出来ない。

// <1854> ７匹…８匹…せめてあと２匹。
<1854> ７匹…８匹…せめてあと２匹。

// <1855> ９匹………１１匹…よし。
<1855> ９匹………１１匹…よし。

// <1856> 瑚太朗
<1856> 瑚太朗

// <1857> （…伸びろ！）
<1857> （…伸びろ！）

// <1858> 横なぎに投じたオーロラを、空中で硬化させる。
<1858> 横なぎに投じたオーロラを、空中で硬化させる。

// <1859> 引き延ばされた鞭状の刃が、複数の魔物を水平に両断した。
<1859> 引き延ばされた鞭状の刃が、複数の魔物を水平に両断した。

// <1860> 瑚太朗
<1860> 瑚太朗

// <1861> 「どうよっ！！」
<1861> 「どうよっ！！」

// <1862> 刃を即座に放棄する。
<1862> 刃を即座に放棄する。

// <1863> かなりの気力を失って、立ちくらみがした。
<1863> かなりの気力を失って、立ちくらみがした。

// <1864> 新しい刃を一振りだけ紡ぎ、木の幹を盾に待ち受ける。
<1864> 新しい刃を一振りだけ紡ぎ、木の幹を盾に待ち受ける。

// <1865> 残り４匹。
<1865> 残り４匹。

// <1866> 一頭が幹に噛みつく。
<1866> 一頭が幹に噛みつく。

// <1867> ぞろりとした牙が、幹を横ぐわえにする。
<1867> ぞろりとした牙が、幹を横ぐわえにする。

// <1868> その頭部に、幹の裏側から突きを入れる。
<1868> その頭部に、幹の裏側から突きを入れる。

// <1869> 風船のように魔物が破裂した。
<1869> 風船のように魔物が破裂した。

// <1870> 爆発が幹を黒こげにした。
<1870> 爆発が幹を黒こげにした。

// <1871> オカ研メンバーでは、ルチアが最初に消滅した。
<1871> オカ研メンバーでは、ルチアが最初に消滅した。

// <1872> 一時的に静流と離れた隙にあらわれた、６０もの集団を相手に…それは凄まじい奮戦だった。
<1872> 一時的に静流と離れた隙にあらわれた、６０もの集団を相手に…それは凄まじい奮戦だった。

// <1873> 今はペアだった静流が、ひとりで受け持ち箇所を支えている。
<1873> 今はペアだった静流が、ひとりで受け持ち箇所を支えている。

// <1874> 次に小鳥が、役目を終えた。
<1874> 次に小鳥が、役目を終えた。

// <1875> 魔物をすべて失った小鳥は、持ち場を放棄して町に走っていった。
<1875> 魔物をすべて失った小鳥は、持ち場を放棄して町に走っていった。

// <1876> おそらく少しでも陽動を務めようとしたに違いなかった。
<1876> おそらく少しでも陽動を務めようとしたに違いなかった。

// <1877> 何匹もの魔物がそのあとを追って…
<1877> 何匹もの魔物がそのあとを追って…

// <1878> 最期は、朱音も確かめなかった。
<1878> 最期は、朱音も確かめなかった。

// <1879> メンバーがいなくなることで防備が甘くなる瞬間を、加島桜は読んでいた。
<1879> メンバーがいなくなることで防備が甘くなる瞬間を、加島桜は読んでいた。

// <1880> 雑多に召喚された魔物の群れだが、乱戦の中、高速で移動できる個体だけが巧妙により分けられていたのだ。
<1880> 雑多に召喚された魔物の群れだが、乱戦の中、高速で移動できる個体だけが巧妙により分けられていたのだ。

// <1881> そうして編成された奇襲部隊は、伏兵として潜み、防御の隙間に突撃してきた。
<1881> そうして編成された奇襲部隊は、伏兵として潜み、防御の隙間に突撃してきた。

// <1882> ちはや組が対処にあたった。
<1882> ちはや組が対処にあたった。

// <1883> 強力な中型魔物の群れを、ほぼ相殺する形で咲夜が消えた。
<1883> 強力な中型魔物の群れを、ほぼ相殺する形で咲夜が消えた。

// <1884> 朱音がこの時点から戦線に参加。
<1884> 朱音がこの時点から戦線に参加。

// <1885> 物見鳥は決して戦闘的な個体ではない。
<1885> 物見鳥は決して戦闘的な個体ではない。

// <1886> だがそうでもしないことには、敵の流入が怒濤のような勢いを得てしまう。
<1886> だがそうでもしないことには、敵の流入が怒濤のような勢いを得てしまう。

// <1887> 低空を飛んでいるだけで、低級の魔物は足を止める。
<1887> 低空を飛んでいるだけで、低級の魔物は足を止める。

// <1888> 朱音の戦闘参加により、相互の連絡は分断されがちとなる。
<1888> 朱音の戦闘参加により、相互の連絡は分断されがちとなる。

// <1889> 携帯も鳴らなくなった。
<1889> 携帯も鳴らなくなった。

// <1890> 最後の連絡で、吉野組の人員が、三分の一に減損したことを聞かされた。
<1890> 最後の連絡で、吉野組の人員が、三分の一に減損したことを聞かされた。

// <1891> 誰もが、目の前のことで精一杯だった。
<1891> 誰もが、目の前のことで精一杯だった。

// <1892> 瑚太朗
<1892> 瑚太朗

// <1893> 「…はぁっ！」
<1893> 「…はぁっ！」

// <1894> 最後の一匹を切り伏せ、俺は崩れ落ちる。
<1894> 最後の一匹を切り伏せ、俺は崩れ落ちる。

// <1895> …膝が笑っている。
<1895> …膝が笑っている。

// <1896> 何時間、動きっぱなしだったのだろう。
<1896> 何時間、動きっぱなしだったのだろう。

// <1897> 記憶にない傷が、全身にできていた。痛みも感じない。
